Id,Popularity
27643,0.4423917829990387
27644,0.6450865268707275
27645,0.4722370207309723
27646,0.4722370207309723
27647,0.4722370207309723
27648,0.7246223092079163
27649,0.41186946630477905
27650,0.8014033436775208
27651,0.4722370207309723
27652,0.4985988140106201
27653,0.4722370207309723
27654,0.5626866221427917
27655,0.4722370207309723
27656,0.3639671206474304
27657,0.4722370207309723
27658,0.5285075902938843
27659,0.5909419655799866
27660,0.4722370207309723
27661,0.4722370207309723
27662,0.4722370207309723
27663,0.37534815073013306
27664,0.47388017177581787
27665,0.4722370207309723
27666,0.4700678884983063
27667,0.5150035619735718
27668,0.4722370207309723
27669,0.5277833938598633
27670,0.831413745880127
27671,0.4722370207309723
27672,0.4722370207309723
27673,0.4722370207309723
27674,0.4858020842075348
27675,0.4722370207309723
27676,0.6107022762298584
27677,0.4722370207309723
27678,0.4722370207309723
27679,0.4722370207309723
27680,0.47303250432014465
27681,0.47388017177581787
27682,0.7293703556060791
27683,0.5479770302772522
27684,0.41559669375419617
27685,0.6133468747138977
27686,0.4722370207309723
27687,0.2288464903831482
27688,0.4722370207309723
27689,0.4722370207309723
27690,0.5832949280738831
27691,0.4722370207309723
27692,0.4722370207309723
27693,0.352008193731308
27694,0.4722370207309723
27695,0.4722370207309723
27696,0.4722370207309723
27697,0.4451594948768616
27698,0.4722370207309723
27699,0.4722370207309723
27700,0.4722370207309723
27701,0.5285075902938843
27702,0.4722370207309723
27703,0.4722370207309723
27704,0.5184769630432129
27705,0.5498276948928833
27706,0.4722370207309723
27707,0.46933141350746155
27708,0.46933141350746155
27709,0.7236339449882507
27710,0.7595719695091248
27711,0.4722370207309723
27712,0.4722370207309723
27713,0.4722370207309723
27714,0.4722370207309723
27715,0.4722370207309723
27716,0.4996448755264282
27717,0.18310746550559998
27718,0.6396253108978271
27719,0.2962917685508728
27720,0.4998936951160431
27721,0.4722370207309723
27722,0.4722370207309723
27723,0.4722370207309723
27724,0.46933141350746155
27725,0.4722370207309723
27726,0.4722370207309723
27727,0.4722370207309723
27728,0.4722370207309723
27729,0.4722370207309723
27730,0.4722370207309723
27731,0.4451594948768616
27732,0.24353304505348206
27733,0.4722370207309723
27734,0.4722370207309723
27735,0.7583698630332947
27736,0.5462338328361511
27737,0.4722370207309723
27738,0.36237579584121704
27739,0.5327388644218445
27740,0.4722370207309723
27741,0.4858020842075348
27742,0.4815700948238373
27743,0.351594477891922
27744,0.4722370207309723
27745,0.4722370207309723
27746,0.4722370207309723
27747,0.4722370207309723
27748,0.5455005764961243
27749,0.3577629327774048
27750,0.47388017177581787
27751,0.41186946630477905
27752,0.4722370207309723
27753,0.4722370207309723
27754,0.5164228677749634
27755,0.4722370207309723
27756,0.4606119692325592
27757,0.4722370207309723
